192,144
193,145
194,146
195,147
196,148
197,149
198,150
199,151
200,152
201,153
202,154
203,155
204,156
205,157
206,156
206,155
206,154
206,153
206,152
206,151
206,150
206,149
207,148
208,147
209,146
210,145
211,144
212,143
213,143
214,143
215,143
216,143
217,143
218,143
219,143
220,143
221,143
221,144
221,145
221,146
220,145
230,145
230,144
229,143
228,142
227,141
226,140
225,139
224,138
223,137
222,136
222,136
223,136
224,136
225,136
225,135
225,134
225,133
225,132
225,131
226,131
227,131
228,131
229,131
230,131
231,131
232,131
233,131
234,131
235,131
236,131
237,131
238,131
239,131
240,131
241,131
241,130
242,130
243,130
244,129
245,128
245,127
246,126
247,126
248,125
249,124
250,123
250,124
250,125
250,126
251,126
251,127
252,128
252,127
252,126
253,125
253,124
253,123
254,122
254,121
254,120
255,119
255,118
255,117
255,116
255,115
255,114
255,113
255,112
255,111
256,110
257,109
258,108
259,107
260,106
260,105
260,104
260,103
260,102
260,101
259,100
258,100
258,101
257,101
256,101
255,101
254,101
253,101
252,101
252,100
251,100
250,100
249,100
248,100
247,100
246,100
245,100
244,101
243,101
242,102
241,102
240,102
239,102
238,102
237,102
236,102
235,103
234,103
233,103
232,104
231,104
231,105
230,106
230,107
230,108
230,109
230,110
230,111
230,112
230,113
229,114
228,115
228,116
228,117
227,118
226,119
225,120
224,121
223,122
222,122
222,123
223,123
223,124
223,125
222,125
221,126
220,126
219,126
218,125
217,124
216,124
215,124
214,124
213,124
212,124
211,124
210,125
209,126
208,126
207,126
206,126
205,126
204,126
203,126
202,127
201,127
200,127
199,128
198,128
197,128
196,128
195,127
194,126
193,125
192,125
191,124
190,123
189,123
188,123
187,123
186,123
185,123
184,122
183,121
182,121
182,120
181,119
181,118
180,117
180,116
180,115
179,114
179,113
178,112
177,111
176,110
175,109
174,108
173,107
173,106
172,105
172,104
171,103
171,102
170,101
170,100
170,99
169,98
169,97
168,96
168,95
168,95
168,94
167,93
167,92
167,91
168,90
168,89
168,88
168,87
168,86
168,85
168,84
168,83
168,82
168,81
168,80
168,79
168,78
168,77
169,76
169,75
169,74
169,73
170,72
170,71
170,70
171,69
171,68
172,67
173,66
173,65
173,64
173,63
172,63
171,65
170,64
169,63
168,63
167,63
166,63
165,63
164,63
164,62
163,62
162,61
161,61
160,61
159,60
158,60
157,60
156,59
156,58
156,57
155,56
154,55
154,54
154,53
153,53
153,52
153,51
153,50
152,50
151,49
150,48
150,47
149,46
148,46
147,45
146,44
146,43
145,42
145,41
144,40
144,39
143,39
143,38
143,37
142,36
141,36
140,35
139,34
138,33
137,32
136,32
135,32
134,32
133,32
132,32
131,32
130,31
129,31
128,32
127,32
126,33
125,34
125,35
125,36
124,37
123,38
122,39
121,38
120,38
120,38
117,36
115,36
112,34
110,33
109,30
109,28
108,27
107,25
104,23
102,22
101,21
99,19
96,18
95,16
93,15
89,15
89,19
55,19
52,18
49,17
46,16
43,15
40,14
37,13
33,12
30,11
26,10
24,9
24,8
24,7
24,6
24,6
23,7
22,7
21,7
20,7
19,7
18,7
17,7
16,7
15,7
14,7
13,8
12,8
11,8
10,8
9,8
8,8
7,8
6,8
5,8
4,8
